genome_id	metagenome_id	division	phylum	class	order	family	specie	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem_category	ecosystem_type	habitat	longitude	latitude	PULsFrequency	CAZysFrequency
3300008515_8	3300008515	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga gingivalis	2485987	33	100616	0	0	0	43	99.37	0	99.37	MQ	OTU-2130	Human	Digestive system	Human	NULL	NULL	28	38
3300008518_13	3300008518	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae		1726439	18	184183	2	0	0	40	99.86	0	99.86	MQ	OTU-5173	Human	Digestive system	Human	NULL	NULL	17	29
3300008518_4	3300008518	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		2737694	42	102430	1	1	1	39	99.05	0	99.05	HQ	OTU-7258	Human	Digestive system	Human	NULL	NULL	31	66
3300008521_9	3300008521	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae		1864511	14	160062	0	0	0	30	100	0	100	MQ	OTU-11791	Human	Digestive system	Human	NULL	NULL	13	31
3300008575_24	3300008575	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae		1651963	69	38015	1	1	1	34	100	0	100	HQ	OTU-5259	Human	Digestive system	Human	-77.1012	39.0043	66	26
3300008630_5	3300008630	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella parvula	2189139	13	593965	1	4	1	37	100	0	100	HQ	OTU-2260	Human	Digestive system	Human	-77.1012	39.0043	11	26
3300008636_23	3300008636	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Anaeroglobus micronuciformis	1678522	18	145469	2	2	1	42	100	0	100	HQ	OTU-2030	Human	Digestive system	Human	-77.1012	39.0043	17	21
3300008638_13	3300008638	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae		1816553	12	311538	0	0	0	39	99.86	0	99.86	MQ	OTU-5259	Human	Digestive system	Human	-77.1012	39.0043	10	30
3300008638_6	3300008638	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		2672924	43	138863	2	1	1	39	99.52	0	99.52	HQ	OTU-7258	Human	Digestive system	Human	-77.1012	39.0043	29	66
3300008645_7	3300008645	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium matruchotii	2834493	82	53634	2	3	3	46	99.89	0	99.89	HQ	OTU-6459	Human	Digestive system	Human	-77.1012	39.0043	73	51
3300008668_4	3300008668	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus epidermidis	2521582	33	132413	2	3	0	28	99.67	0	99.67	MQ	OTU-10295	Human	Skin	Human	-77.1012	39.0043	32	32
3300008680_16	3300008680	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas endodontalis	1913072	15	282608	1	1	1	44	99.61	0.02	99.51	HQ	OTU-4300	Human	Digestive system	Human	-77.1012	39.0043	13	16
3300008682_11	3300008682	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella parvula	2086300	22	288805	4	2	0	36	100	0	100	MQ	OTU-2260	Human	Digestive system	Human	-77.1012	39.0043	19	20
3300008700_6	3300008700	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D parainfluenzae	2050778	15	336219	0	7	0	42	99.89	0	99.89	MQ	OTU-11208	Human	Digestive system	Human	-77.1012	39.0043	11	32
3300008726_4	3300008726	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella intestinihominis	3116514	71	92817	2	2	1	52	99.25	0	99.25	HQ	OTU-8643	Human	Digestive system	Human	-77.1012	39.0043	50	121
3300008728_11	3300008728	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae		3142864	23	194995	0	0	0	53	99.62	0	99.62	MQ	OTU-15346	Human	Digestive system	Human	NULL	NULL	16	82
3300008734_6	3300008734	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella shahii	3283149	47	111476	1	2	0	44	99.66	0	99.66	MQ	OTU-11680	Human	Digestive system	Human	-77.1012	39.0043	34	81
3300008744_9	3300008744	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella intestinihominis	3195366	62	79905	1	1	1	50	99.25	0	99.25	HQ	OTU-8643	Human	Digestive system	Human	-77.1012	39.0043	47	120
3300008754_14	3300008754	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae		1826406	28	101127	1	1	1	41	99.86	0	99.86	HQ	OTU-5173	Human	Digestive system	Human	-77.1012	39.0043	27	29
3300008754_9	3300008754	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae		2122022	16	172628	0	0	0	45	99.1	0	99.1	MQ	OTU-1837	Human	Digestive system	Human	-77.1012	39.0043	15	28
3300009393_14	3300009393	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas endodontalis	1951160	12	254741	1	1	1	44	99.61	0	99.61	HQ	OTU-4300	Human	Digestive system	Human	-77.1012	39.0043	10	17
3300009503_166	3300009503	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae		1421705	70	33749	2	1	2	45	99.46	0	99.46	HQ	OTU-4607	Aquatic	Thermal springs	Hot spring	-110.44	44.61	56	17
3300010153_10	3300010153	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola vulgaris	2861093	59	85124	1	2	0	34	100	0	100	MQ	OTU-16778	Aquatic	Marine	Marine	-76.63	-16.21	47	28
3300010260_14	3300010260	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae		1995574	58	55983	0	0	0	21	99.3	0	99.3	MQ	OTU-2062	Animal	Digestive system	Eastern black-and-white colobus group fecal	-89.4	43.07	50	10
3300010262_6	3300010262	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium ramosum	3397046	97	53160	0	2	0	39	100	0	100	MQ	OTU-17399	Animal	Digestive system	Eastern black-and-white colobus group fecal	-89.4	43.07	93	134
3300010263_27	3300010263	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio thiophilus	1682305	73	39528	2	1	1	44	99.03	0	99.03	HQ	OTU-8328	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	67	33
3300010263_33	3300010263	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter proteolyticus	1306846	53	44089	0	2	1	45	100	0	100	MQ	OTU-6042	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	49	16
3300010263_6	3300010263	Bacteria	Firmicutes_A	Clostridia	Acetivibrionales	Acetivibrionaceae	Ruminiclostridium thermocellum	3169490	77	67867	0	3	0	51	99.33	0	99.33	MQ	OTU-4282	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	68	102
3300010265_30	3300010265	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio thiophilus	1823056	35	76373	1	1	1	46	99.03	0	99.03	HQ	OTU-8328	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	34	36
3300010266_9	3300010266	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B hirae	2563011	111	36776	0	4	0	41	99.25	0	99.25	MQ	OTU-13281	Animal	Digestive system	Orangutan individual fecal	-88.79	43.78	94	65
3300010267_34	3300010267	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter proteolyticus	1354341	29	104683	0	2	2	45	100	0	100	MQ	OTU-6042	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	26	18
3300010269_38	3300010269	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter proteolyticus	1374868	21	175407	0	2	2	45	100	0	100	MQ	OTU-6042	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	21	18
3300010270_14	3300010270	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae		2936713	52	90424	2	4	0	45	100	0	100	MQ	OTU-12850	Animal	Digestive system	Capybara group fecal	-89.4	43.07	48	58
3300010271_27	3300010271	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio thiophilus	1770343	77	35604	0	1	1	36	99.03	0	99.03	MQ	OTU-8328	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	69	34
3300010273_35	3300010273	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio thiophilus	1818975	35	103838	1	1	1	45	99.03	0	99.03	HQ	OTU-8328	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	31	38
3300010274_34	3300010274	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio thiophilus	1790294	43	88191	2	1	1	47	99.03	0	99.03	HQ	OTU-8328	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	37	35
3300010277_37	3300010277	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio thiophilus	1781267	36	103838	1	1	1	45	99.03	0	99.03	HQ	OTU-8328	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	34	37
3300010279_4	3300010279	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae		3325366	64	93766	0	4	1	49	99.33	0	99.33	MQ	OTU-1529	Animal	Digestive system	Orangutan group fecal	-89.4	43.07	58	119
3300010280_15	3300010280	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides graminisolvens	3410694	38	182790	0	5	1	57	99.06	0	99.06	MQ	OTU-6067	Animal	Digestive system	Ring-tailed lemur group fecal	-89.4	43.07	10	198
3300010280_19	3300010280	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		2972325	69	63380	2	0	1	55	99.05	0	99.05	MQ	OTU-719	Animal	Digestive system	Ring-tailed lemur group fecal	-89.4	43.07	61	54
3300010280_23	3300010280	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus faecalis	2734466	30	288018	0	2	0	44	99.63	0	99.63	MQ	OTU-11606	Animal	Digestive system	Ring-tailed lemur group fecal	-89.4	43.07	27	73
3300010280_36	3300010280	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus garvieae	2047101	20	192847	0	3	0	39	100	0	100	MQ	OTU-5929	Animal	Digestive system	Ring-tailed lemur group fecal	-89.4	43.07	19	56
3300010280_9	3300010280	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	UBA8115	3876897	84	75413	1	6	1	24	99.23	0	99.23	MQ	OTU-1048	Animal	Digestive system	Ring-tailed lemur group fecal	-89.4	43.07	73	47
3300010286_37	3300010286	Bacteria	Firmicutes	Bacilli	ML615J-28	CAG-698	GCA_001512985.1	1345542	20	145018	0	2	0	33	99.88	0	99.88	MQ	OTU-10876	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	17	23
3300010287_45	3300010287	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio thiophilus	1808633	42	80659	1	1	1	45	99.03	0	99.03	HQ	OTU-8328	Bioreactor	Unclassified	Switchgrass degrading	-72.1429	43.726	37	39
3300011134_3	3300011134	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter falsenii	3028514	45	115016	2	4	0	58	100	0	100	MQ	OTU-11403	Built environment	City	city subway wood	-74.01	40.63	39	52
3300011145_4	3300011145	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A indicum_A	3035136	9	670602	1	0	0	35	100	0	100	MQ	OTU-139	Built environment	City	city subway wood	-73.82	40.58	8	56
3300011151_1	3300011151	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		5013035	35	328067	0	0	0	46	99.94	0	99.94	MQ	OTU-8485	Built environment	City	city subway wood	-73.94	40.71	33	50
3300011151_2	3300011151	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter falsenii	3206018	56	109681	1	5	1	59	100	0	100	HQ	OTU-11403	Built environment	City	city subway wood	-73.94	40.71	50	55
3300011185_4	3300011185	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae		3573628	74	72614	1	0	0	42	99.12	0	99.12	MQ	OTU-169	Aquatic	Non-marine Saline and Alkaline	Saline lake	78.1913	-68.5558	70	26
3300011208_2	3300011208	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Alcaligenes faecalis_A	3976389	22	255888	1	1	1	54	100	0	100	HQ	OTU-1074	Built environment	City	city subway wood	-73.96	40.68	22	37
3300011209_1	3300011209	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	GCA_002383725.1	5702574	74	139321	1	1	1	47	99.39	0.05	99.14	HQ	OTU-8137	Built environment	City	city subway wood	-73.91	40.68	67	62
3300011213_6	3300011213	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter radioresistens	3057801	11	366033	1	1	1	50	100	0	100	HQ	OTU-4244	Built environment	City	city subway metal	-73.98	40.76	9	28
3300011226_3	3300011226	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae		3522336	31	193938	3	3	1	55	99.82	0	99.82	HQ	OTU-11403	Built environment	City	city subway wood	-73.83	40.88	24	67
3300011230_6	3300011230	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter radioresistens	2961149	15	335273	1	2	1	46	100	0	100	HQ	OTU-4244	Built environment	City	city subway wood	-73.97	40.57	13	29
3300011232_5	3300011232	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter ursingii	3316560	26	234264	1	3	1	53	99.91	0.04	99.71	HQ	OTU-13061	Built environment	City	city subway wood	-73.99	40.67	23	31
3300011238_3	3300011238	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	GCA_002455685.1	4165530	72	80130	1	1	1	47	99.37	0	99.37	HQ	OTU-8096	Built environment	City	city subway wood	-73.88	40.84	61	97
3300011348_1	3300011348	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium acnes	2511242	25	229410	0	0	0	46	100	0	100	MQ	OTU-5257	Human	Skin	Human skin	NULL	NULL	22	49
3300011360_1	3300011360	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	GCA_002297505.1	3479324	66	103930	1	2	1	40	99.51	0	99.51	HQ	OTU-6010	Built environment	City	city subway metal	-73.81	40.61	60	100
3300011360_2	3300011360	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter radioresistens	3170506	24	180820	1	5	2	63	99.73	0	99.73	HQ	OTU-4244	Built environment	City	city subway metal	-73.81	40.61	22	28
3300011385_1	3300011385	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae		2474880	18	200323	0	4	0	39	100	0	100	MQ	OTU-5530	Built environment	City	city subway metal/plastic	-73.99	40.75	17	25
3300011386_4	3300011386	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter nosocomialis	3868233	51	116216	1	4	1	66	99.73	0	99.73	HQ	OTU-7450	Built environment	City	city subway metal	-74.15	40.55	45	40
3300011404_8	3300011404	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae		744761	9	113875	0	2	0	31	100	0	100	MQ	OTU-2024	Fungi	Mycelium	Attine ant fungus gardens	-74.7615	39.7458	7	0
3300011452_1	3300011452	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas pavanii	4332206	40	211678	1	4	1	68	99.66	0	99.66	HQ	OTU-15571	Built environment	City	city subway metal	-73.99	40.72	38	78
3300011452_2	3300011452	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter nosocomialis	3986046	51	120125	1	6	1	62	100	0	100	HQ	OTU-7450	Built environment	City	city subway metal	-73.99	40.72	46	39
3300011454_1	3300011454	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	GCA_002354335.1	4482580	37	254154	1	1	1	49	99.84	0	99.84	HQ	OTU-3670	Built environment	City	city subway metal	-73.97	40.68	29	98
3300011456_2	3300011456	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas maltophilia_U	4250165	23	258739	0	3	0	64	100	0	100	MQ	OTU-6507	Built environment	City	city subway metal	-73.9	40.66	20	76
3300011471_3	3300011471	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae		2623112	21	174855	1	3	1	41	99.71	0	99.71	HQ	OTU-5530	Built environment	City	city subway metal	-73.94	40.81	19	28
3300011500_3	3300011500	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus saprophyticus	2489117	11	437594	5	6	0	54	99.44	0	99.44	MQ	OTU-581	Built environment	City	city subway metal	-73.96	40.76	10	29
3300011511_6	3300011511	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus faecalis	2762751	10	460416	1	1	1	36	99.63	0	99.63	HQ	OTU-11606	Built environment	City	city subway metal	-74.01	40.7	8	74
3300011528_1	3300011528	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Achromobacter ruhlandii	6293130	24	404962	1	3	1	53	99.53	0	99.53	HQ	OTU-8434	Built environment	City	city subway metal	-73.95	40.78	23	58
3300011536_3	3300011536	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A acetylicum	3119565	13	294881	0	3	1	41	99.34	0	99.34	MQ	OTU-5532	Built environment	City	city subway metal	-73.92	40.81	12	54
3300011536_5	3300011536	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae		2569826	9	361060	2	1	1	38	100	0	100	HQ	OTU-5530	Built environment	City	city subway metal	-73.92	40.81	8	27
3300011548_2	3300011548	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter nosocomialis	3747626	49	129697	0	2	0	52	100	0	100	MQ	OTU-7450	Built environment	City	city subway metal	-73.94	40.79	42	38
3300011558_2	3300011558	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter radioresistens	3113344	20	354818	0	5	0	64	100	0	100	MQ	OTU-4244	Built environment	City	city subway metalplastic	-73.99	40.75	14	30
3300011569_3	3300011569	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae		2278107	21	174952	1	2	1	40	99.98	0	99.98	HQ	OTU-10177	Built environment	City	city subway metal/plastic	-73.86	40.69	14	59
3300011570_1	3300011570	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		4749319	31	247064	1	3	1	69	99.66	0	99.66	HQ	OTU-17028	Built environment	City	city subway metal	-74.01	40.7	29	64
3300011571_4	3300011571	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	GCA_002294105.1	2899666	81	54014	0	0	0	37	100	0	100	MQ	OTU-1516	Built environment	City	city subway missing	-73.98	40.69	73	56
3300011575_5	3300011575	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter aerosaccus	2568137	68	85137	1	3	1	39	100	0	100	HQ	OTU-5530	Built environment	City	city subway metal	-73.9	40.64	63	22
3300011584_2	3300011584	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli	4614541	22	422140	1	4	0	59	99.4	0.04	99.2	MQ	OTU-11090	Built environment	City	city subway wood	-73.94	40.71	17	75
3300011592_2	3300011592	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	GCA_002456035.1	3548779	101	60614	1	2	1	47	99.49	0	99.49	HQ	OTU-13245	Built environment	City	city subway metal	-74	40.71	93	54
3300011593_3	3300011593	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter nosocomialis	3900305	71	75280	1	1	2	49	100	0.04	99.8	HQ	OTU-7450	Built environment	City	city subway wood	-73.96	40.68	61	39
3300011596_5	3300011596	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter aerosaccus	2426097	28	194497	1	3	1	35	100	0	100	MQ	OTU-5530	Built environment	City	city subway metal	-73.94	40.71	27	20
3300011604_4	3300011604	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A indicum	3091485	9	699776	5	5	2	45	99.34	0	99.34	HQ	OTU-139	Built environment	City	city subway metal	-73.9	40.7	8	57
3300011609_3	3300011609	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter falsenii	3313967	94	57775	2	8	3	72	100	0	100	HQ	OTU-11403	Built environment	City	city subway metal	-73.96	40.76	82	52
3300011617_1	3300011617	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas sp3	4421717	44	168279	1	2	1	63	99.28	0.04	99.08	HQ	OTU-7938	Built environment	City	city subway metal	-40.52	40.52	41	81
3300011631_3	3300011631	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter nosocomialis	3925201	58	109495	0	4	0	62	100	0	100	MQ	OTU-7450	Built environment	City	city subway metal	-73.97	40.75	52	39
3300011634_5	3300011634	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	GCA_002383165.1	2917351	25	160224	0	1	0	37	100	0	100	MQ	OTU-200	Built environment	City	city subway metal	-73.99	40.75	21	72
3300011636_3	3300011636	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium sp4	4834618	22	417548	1	1	1	45	99.2	0.04	99	HQ	OTU-6598	Built environment	City	city subway wood	-73.89	40.66	21	77
3300011650_1	3300011650	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas maltophilia_F	4630743	65	162264	1	1	1	61	99.54	0.05	99.29	HQ	OTU-16640	Built environment	City	city subway	NULL	NULL	63	75
3300011656_2	3300011656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc citreum	1738702	39	65022	1	1	1	52	99.29	0	99.29	HQ	OTU-8020	Built environment	City	city subway wood	-73.98	40.75	38	44
3300011665_5	3300011665	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas sp8	3103740	19	301422	1	1	1	47	100	0	100	HQ	OTU-13062	Built environment	City	city subway wood	-73.97	40.68	16	27
3300011668_4	3300011668	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter falsenii	3034576	55	108280	0	5	2	69	100	0	100	MQ	OTU-11403	Built environment	City	city subway wood	-73.91	40.8	48	49
3300011675_3	3300011675	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	GCA_002365595.1	3195996	22	188695	1	2	1	66	100	0	100	HQ	OTU-13567	Built environment	City	city subway	NULL	NULL	18	41
3300011681_3	3300011681	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae		3043520	8	782090	2	6	0	49	99.34	0	99.34	MQ	OTU-139	Built environment	City	city subway plastic	-73.9	40.85	7	54
